doi,title,authors,editors,year,publication_date,journal_name,publisher,work_type,language,is_open_access,abstract,subjects,source_url,citation_count,relation,source_db,relevance_score
10.3366/para.2007.30.3.121,A Green Blanchot: Impossible?,Timothy Clark,,2007,2007-11-01,Paragraph,Edinburgh University Press,article,en,False,"Blanchot's work may at first seem remote from any sort of environmentalist thinking. While elements of his work share with Levinas and Heidegger a problematic privileging of the human, Blanchot nevertheless offers the basis of what might be seen as a timely ‘deeper ecological’ thinking, one that can engage the destructive anthropocentrism of Western thought and tradition in the very minutiae of its literary and philosophical texts. Unlike in much ‘green’ philosophy, no concept of nature or earth serves as foundation for Blanchot's thought. He is engaged by the ‘impossible’ as that which is not a matter of human power or decision, affirmed in both its ethical force and its contestation of dominant and appropriative conceptions of knowledge, rationality and invention. A comparison is offered between Max Oelschlager's representative ecocritical essay ‘Earth-Talk: Conservation and Ecology’, with its romantic attempt to find and celebrate modes of unalienated or ‘natural’ language, and Blanchot's practice of what can be seen as a more radical and questioning ‘ecology’ based on almost opposite conceptions.",Anthropocentrism | Archaeology | Biology | Ecology | Environmental ethics | Epistemology | History | Natural (archaeology) | Philosophy | Physics | Power (physics) | Psychoanalysis | Psychology | Quantum mechanics | Rationality | Romance | Sociology,https://openalex.org/W2157500968,3.0,,"Crossref, OpenAlex",9
10.3366/ccs.2004.1.3.337,"Comparatism and (Auto)thanatography: Death and Mourning in Blanchot, Derrida,and Tim Parks",Ivan Callus,,2004,,Comparative Critical Studies,Edinburgh University Press,journal-article,en,False,,,https://doi.org/10.3366/ccs.2004.1.3.337,1.0,,Crossref,9
10.3366/e0305149809000431,"<i>Singbarer Rest</i>: Friendship, Impossible Mourning (Celan, Blanchot, Derrida)",Ginette Michaud,,2009,2009-07-01,Oxford Literary Review,Edinburgh University Press,article,en,False,"Why does one give and what can one give to a dead friend? And what does one give oneself with this liberty, when one knows that the relation to oneself, that Narcissus himself, gazes at himself only from the gaze of the other, and precedes himself, answering then only for himself, only from the resonance of Echo, when this latter speaks freely of herself, for herself, by seeming to repeat the last syllables of the other and thus to give in to the jealous dictates of divine law? (FM, 164)",Acoustics | Computer network | Computer science | Database | Echo (communications protocol) | Epistemology | Friendship | Gaze | Philosophy | Physics | Psychoanalysis | Psychology | Reflexive pronoun | Relation (database) | Rest (music) | Social psychology,https://openalex.org/W2178218677,3.0,,"Crossref, OpenAlex",9
10.3366/e1754850009000578,"‘Pardon for not meaning’: Remarks on Derrida, Blanchot and Kafka",Caroline Sheaffer-Jones,,2009,,Derrida Today,Edinburgh University Press,journal-article,en,False,,,https://doi.org/10.3366/e1754850009000578,1.0,,Crossref,9
10.2307/jj.18252769.10,The Deconstruction of Christianity in Nancy and Blanchot,,,2022,,The Writing of Innocence,State University of New York Press,book-chapter,,False,,,https://doi.org/10.2307/jj.18252769.10,0.0,"{'is-identical-to': [{'id-type': 'doi', 'id': '10.1515/9781438489018-008', 'asserted-by': 'subject'}]}",Crossref,9
10.19130/iifl.ap.2009.2.327,"Comunidad literaria y deconstrucción. Entre el fin del relato y la archi-escritura: Blanchot, Kofman, Derrida",Joana Masó,,2009,,Acta Poética,Instituto de Investigaciones Filologicas,journal-article,,False,,,https://doi.org/10.19130/iifl.ap.2009.2.327,1.0,,Crossref,9
10.2307/20467035,"The Poetics of Singularity: The Counter-Culturalist Turn in Heidegger, Derrida, Blanchot and the Later Gadamer",Will Slocombe | Thomas D. Clark,,2006,2006-10-01,The Modern Language Review,,article,en,False,,Art | Geometry | Linguistics | Literature | Mathematics | Philosophy | Poetics | Poetry | Singularity,https://openalex.org/W2328308992,9.0,,OpenAlex,9
10.5860/choice.44-3722,"The poetics of singularity: the counter-culturalist turn in Heidegger, Derrida, Blanchot and the later Gadamer",Thomas D. Clark,,2007,2007-03-01,Choice Reviews Online,,article,en,False,"In Derrida's work an ambivalent and marginalised French-Jewish-Algerian voice, both coloniser and colonised, is absorbed into and reinflects the elitist eclecticism of Parisian intellectual culture, and this produces such paradoxically authoritarian pronouncements as 'what is proper to a culture is not to be identical to itself "" This sentence is a quotation from a hypothetical book.It forms a would-",Art | Biochemistry | Chemistry | Geometry | Literature | Mathematics | Philosophy | Poetics | Poetry | Singularity | Turn (biochemistry),https://openalex.org/W2072282656,20.0,,OpenAlex,9
10.59488/tragica.v9i2.26779,"DEMORAR, DE DERRIDA E BLANCHOT: literatura e rastreamentos",Alice Serra,,2019,,TRÁGICA: Estudos de Filosofia da Imanência,Programa de Pós-Graduação em Filosofia da Universidade Federal do Rio de Janeiro,journal-article,,False,,,https://doi.org/10.59488/tragica.v9i2.26779,1.0,,Crossref,9
10.1515/9780823290901-010,6 By the Board: Derrida Approaching Blanchot,,,2022,,Apparitions—Of Derrida's Other,Fordham University Press,book-chapter,,False,,,https://doi.org/10.1515/9780823290901-010,0.0,,Crossref,9
10.1515/9780823291861-010,7. The Unerasable Difference: Levinas in Blanchot,,,2022,,Intrigues,Fordham University Press,book-chapter,,False,,,https://doi.org/10.1515/9780823291861-010,0.0,,Crossref,9
10.1515/9780823292349-009,8 Lacoue-Labarthe between Derrida and Blanchot: Movement as Marking the Subject-in-Loss,,,2022,,Philippe Lacoue-Labarthe,Fordham University Press,book-chapter,,False,,,https://doi.org/10.1515/9780823292349-009,0.0,,Crossref,9
10.1515/9781438489018-008,The Deconstruction of Christianity in Nancy and Blanchot,,,2022,,The Writing of Innocence,SUNY Press,book-chapter,,False,,,https://doi.org/10.1515/9781438489018-008,0.0,"{'is-identical-to': [{'id-type': 'doi', 'id': '10.2307/jj.18252769.10', 'asserted-by': 'object'}]}",Crossref,9
10.1515/9798855802108-013,11. From the Neuter to the Instituting Praxis: The Role of Blanchot in Roberto Esposito’s Thought,Massimo Villani,,2025,,"Political Ontology, Community, and Institutions",SUNY Press,book-chapter,,False,,,https://doi.org/10.1515/9798855802108-013,0.0,,Crossref,9
10.14361/9783839467954-004,I.2 Jean-Luc Godards Histoire(s) du cinéma mit Blanchot und Derrida: Montage als Kritik und Supplément des Kinos,Philipp Stadelmaier,,2023,,Film,transcript Verlag,book-chapter,de,False,,,https://doi.org/10.14361/9783839467954-004,0.0,,Crossref,9
10.1353/com.2004.0011,Derrida/Blanchot/Boltanski: Borderdiscourse,Stephen Barker,,2004,2004-05-01,The Comparatist/Comparatist,,article,en,False,,Art | Literature | Philosophy,https://openalex.org/W2028270985,1.0,,OpenAlex,9
10.1353/pan.2013.0004,Waiting for Blanchot: A Third Act for Beckett’s Play,Arleen Ionescu,,2013,2013-01-01,Partial Answers Journal of Literature and the History of Ideas,,article,en,False,"Waiting and expecting structurally presuppose a futurity conditioned by doubt and uncertainty about the object of the wait. But what can waiting signify when one no longer waits for something/someone to come in a determinable future or when the horizon of such a traditional form of waiting starts receding? This paper attempts to frame this problem within a “dialectical” reading of Beckett’s play Waiting for Godot , starting from the existential-temporal dimension of humanity’s Dasein as “destined-to-death,” which traces the limits of waiting with/for an end as the time of the always missed/deferred encounter with Godot, symbolizing the ultimate appointment with death. As the play unfolds, the main characters may be seen to approach, albeit unwittingly, the threshold of another, more objectless waiting: that of Derrida’s arrivant or waiting without (messianic) expectation in a future-to-come ( avenir ). Finally, after a detour via Blanchot’s own modes of waiting and, as a possible remedy, the form of negation known as forgetting ( Awaiting Oblivion ), it returns to the ultimate inescapability of waiting beyond the “end” of Beckett’s play and, following Abraham and Torok’s speculative endeavor to write a “Sixth Act” in order to put to rest the dramatic uncertainties of Hamlet , it attempts to imagine a “third act,” once the curtain has fallen on Beckett’s characters.",Philosophy,https://openalex.org/W2032220807,4.0,,OpenAlex,9
10.14361/9783839467954-003,I.1 Serge Daney mit Blanchot und Derrida: (Film-)Kritik als Wacht über das Supplément des Kinos,Philipp Stadelmaier,,2023,,Film,transcript Verlag,book-chapter,de,False,,,https://doi.org/10.14361/9783839467954-003,0.0,,Crossref,9
10.1111/j.2041-6962.2001.tb01813.x,"The Sphinx's Gaze: Art, Friendship, and the Philosophical in Blanchot and Levinas",Lars Iyer,,2001,2001-06-01,The Southern Journal of Philosophy,,article,en,False,,Art | Art history | Epistemology | Friendship | Hermeneutics | History | Law | Media studies | Phenomenology (philosophy) | Philosophy | Political science | Politics | Postmodernism | Social science | Sociology | Sphinx | Visual arts,https://openalex.org/W2065977027,8.0,,OpenAlex,9
10.1163/156916407x169807,The Secret and the Neuter: On Heidegger and Blanchot,Pascal Massie,,2007,2007-01-01,Research in Phenomenology,,article,en,False,,Continental philosophy | Epistemology | Philosophy,https://openalex.org/W2064533755,2.0,,OpenAlex,9
10.1093/fs/knae003,Insomniacs: Vigilance in Blanchot and Levinas,Zakir Paul,,2024,,French Studies,Liverpool University Press,journal-article,en,False,,,https://doi.org/10.1093/fs/knae003,0.0,,Crossref,9
10.1093/fs/knr064,"Radical Indecision: Barthes, Blanchot, Derrida, and the Future of Criticism Radical Indecision: Barthes, Blanchot, Derrida, and the Future of Criticism. By L <scp>eslie</scp> H <scp>ill</scp> . Notre Dame, IN: University of Notre Dame Press, 2010. xiv + 438 pp. Pb $45.00.",Gary D. Mole,,2011,2011-03-25,French Studies,Liverpool University Press,article,en,False,"Journal Article Radical Indecision: Barthes, Blanchot, Derrida, and the Future of Criticism Get access Radical Indecision: Barthes, Blanchot, Derrida, and the Future of Criticism. By Leslie Hill. Notre Dame, IN: University of Notre Dame Press, 2010. xiv + 438 pp. Pb $45.00. Gary D. Mole Gary D. Mole Bar-Ilan University Search for other works by this author on: Oxford Academic Google Scholar French Studies, Volume 65, Issue 2, April 2011, Pages 279–280, https://doi.org/10.1093/fs/knr064 Published: 01 April 2011",Art | Criticism | Literature | Philosophy | Psychoanalysis | Psychology,https://openalex.org/W2023159475,6.0,,"Crossref, OpenAlex",9
10.1093/fs/knu221,"Marking Time: Derrida, Blanchot, Beckett, des Forêts, Klossowski, Laporte
                    <i>Marking Time: Derrida, Blanchot, Beckett, des Forêts, Klossowski, Laporte</i>
                    . By I
                    <scp>an</scp>
                    M
                    <scp>aclachlan</scp>
                    . (Faux titre, 384.) Amsterdam: Rodopi, 2012. 214 pp.",Leslie Hill,,2014,,French Studies,Liverpool University Press,journal-article,en,False,,,https://doi.org/10.1093/fs/knu221,0.0,,Crossref,9
10.1093/fs/liii.3.357,"REVIEWS Levinas, Blanchot, Jabès: Figures of Estrangement. By MOLEGARY D.. Gainesville, University Press of Florida, 1997. xvi + 208 pp.",IAN MACLACHLAN,,1999,,French Studies,Liverpool University Press,journal-article,en,False,,,https://doi.org/10.1093/fs/liii.3.357,0.0,,Crossref,9
10.1080/13534645.2014.988907,"Spacing Literature between Mallarmé, Blanchot and Derrida",Arleen Ionescu,,2015,2015-01-02,Parallax,,article,en,False,"Click to increase image sizeClick to decrease image size Additional informationNotes on contributorsArleen IonescuArleen Ionescu is Professor in the Department of Philology and Foreign Languages at University of Ploie¸ti (UPG), Vice-Dean of the Faculty of Letters and Sciences and Executive Editor of Word and Text, a leading journal in the humanities in Romania. Her major research and teaching interests are in the fields of Modernist prose and, increasingly, Critical Theory. She has published widely on Joyce and other related aspects of modernism, as well as on Beckett, Blanchot and Derrida. She is the author of Concordanţe româno-britanice (2004), A History of English Literature: The Middle Ages and the Renaissance (2008, part of it revised for A Short History of English Literature: The Middle Ages and the Renaissance, 2012), and Romanian Joyce: From Hostility to Hospitality (2014). Email: anionescu@upg-ploiesti.ro",Art | Art history | Classics | Feminism | Gender studies | History | Linguistics | Literature | Middle Ages | Modernism (music) | Philology | Philosophy | Romanian | Sociology | The Renaissance | Theology,https://openalex.org/W2036464721,6.0,,OpenAlex,9
10.1080/14797580903101185,"Impersonal Speech: Blanchot, Virno, Messianism",Lars Iyer,,2009,2009-07-01,Journal for Cultural Research,,article,en,False,"This article addresses Virno's diagnosis of the capture of the ability to speak in post‐Fordist capitalism by bringing his notion of virtuosity into dialogue with Blanchot's notion of messianism. As the author shows, Virno explores the way in which what he calls virtuosity draws upon what he calls the ""background"" of speech, which, the author argues, is linked to the idea of the impersonal form ""one speaks"" in Deleuze and Guattari. Blanchot gives an alternative account of this ""background"", focusing on its operation in the interpersonal relation he characterises as messianic. Since Blanchot's account of the interpersonal relation is developed in his theoretical work chiefly through a reading of Levinas, the author traces Blanchot's divergence from his friend on the key question of the significance of the Other, which Levinas places at the heart of his reflections on the ethical. The author then shows that this divergence also accounts for the way in which Blanchot reads Levinas's notions of Judaism, God and the Messiah. Finally, the author shows how a redeveloped notion of virtuosity might give rise to a practice in which the capture of our ability to speak is challenged at the level of our interpersonal relations. The author uses Blanchot's reflections on the events of May 1968 as an example of the way in which we might ""affirm the break"" such virtuosity or messianism constitutes.",Art | Computer science | Database | Divergence (linguistics) | Epistemology | Interpersonal communication | Judaism | Linguistics | Literature | Messiah | Messianism | Philosophy | Psychoanalysis | Psychology | Reading (process) | Relation (database) | Social science | Sociology | Theology,https://openalex.org/W2016143100,1.0,,OpenAlex,9
